Date,Power Demand(kWh)
2011-02-07,39237.065329284
2011-02-08,40117.68533687519
2011-02-09,42302.337207336
2011-02-10,44198.2978567152
2011-02-11,45014.054524476
2011-02-12,46681.628857346404
2011-02-13,48487.7854287984
2011-02-14,49392.852585957604
2011-02-15,51744.511587432
2011-02-16,53245.4562393408
2011-02-17,54934.02260206561
2011-02-18,58461.525621588
2011-02-19,59579.3004007584
2011-02-20,62569.08226826881
2011-02-21,65423.4466707144
2011-02-22,68084.23726535759
2011-02-23,72166.3015161696
2011-02-24,74391.42764613121
2011-02-25,75724.8425438736
2011-02-26,81776.52827358
2011-02-27,87289.5347088336
2011-02-28,89115.60902922001
2011-03-01,87322.13190646558
2011-03-02,86566.0972633464
2011-03-03,88993.603598508
2011-03-04,92980.4328114432
2011-03-05,98293.9325620752
2011-03-06,101984.205992
2011-03-07,105060.1069153
2011-03-08,109142.19542219999
2011-03-09,110161.8364032
2011-03-10,107638.7536624
2011-03-11,96280.4347879512
2011-03-12,81255.41286221039
2011-03-13,65654.60918322479
2011-03-14,54393.70533220319
2011-03-15,44851.5796813152
2011-03-16,36475.513987317594
2011-03-17,30524.949560183995
2011-03-18,30181.205136220804
2011-03-19,29321.830462672806
2011-03-20,30009.328386357603
2011-03-21,31246.826464147198
2011-03-22,31487.452098801597
2011-03-23,32209.319927004
2011-03-24,32587.4433312432
2011-03-25,33878.7425164968
2011-03-26,34220.172621566395
2011-03-27,33960.950753916
2011-03-28,34101.60688811041
2011-03-29,35083.531553916
2011-03-30,34541.3728567728
2011-03-31,35571.489810136794
2011-04-01,40618.379305804796
2011-04-02,47024.8209961272
2011-04-03,52978.4098949304
2011-04-04,58332.3521611056
2011-04-05,65011.9971966816
2011-04-06,70661.0472320736
2011-04-07,74838.717085344
2011-04-08,76156.7600748384
2011-04-09,76527.28791225598
2011-04-10,78401.5821117048
2011-04-11,79387.8127502304
2011-04-12,79203.9445308744
2011-04-13,82468.6153559448
2011-04-14,83391.250649952
2011-04-15,81262.1242875576
2011-04-16,82468.63269382321
2011-04-17,82965.4323126264
2011-04-18,82849.1124744696
2011-04-19,83537.91177843121
2011-04-20,81230.6907107832
2011-04-21,81575.2637415648
2011-04-22,85931.3021105976
2011-04-23,87343.0390046064
2011-04-24,87462.06355207201
2011-04-25,91291.67186506801
2011-04-26,94554.9383218416
2011-04-27,97659.008362764
2011-04-28,99012.056532348
2011-04-29,108686.48319320001
2011-04-30,121197.2145769
2011-05-01,133475.1743914
2011-05-02,145896.5920765
2011-05-03,157938.6525004
2011-05-04,171076.4020433
2011-05-05,188820.18740989998
2011-05-06,195793.8569967
2011-05-07,199687.0195079
2011-05-08,205312.0241381
2011-05-09,213299.8041345
2011-05-10,222675.3277412
2011-05-11,233525.2644477
2011-05-12,236840.6303628
2011-05-13,247966.8260668
2011-05-14,266720.1947844
2011-05-15,280329.8840721
2011-05-16,294495.4446386
2011-05-17,309432.260483
2011-05-18,331456.8865363
2011-05-19,350870.0783311
2011-05-20,377950.68254540005
2011-05-21,397966.69159249996
2011-05-22,432439.48100840003
2011-05-23,472104.9593869
2011-05-24,513821.09979179996
2011-05-25,549338.5660891
2011-05-26,602407.8937179
2011-05-27,626667.6124076
2011-05-28,644235.9822133
2011-05-29,665728.4679195
2011-05-30,662080.3530717001
2011-05-31,652132.7076569
2011-06-01,660870.5914485999
2011-06-02,660223.9235618
2011-06-03,679740.80921
2011-06-04,718216.6456684
2011-06-05,733830.0510089999
2011-06-06,793500.1888586
2011-06-07,833511.829305
2011-06-08,863244.6230735
2011-06-09,918775.2610238
2011-06-10,968341.6967887001
2011-06-11,1026734.7493939
2011-06-12,1080229.6861226
2011-06-13,1099801.5140364
2011-06-14,1155809.8659581998
2011-06-15,1269452.396563
2011-06-16,1310379.4834914
2011-06-17,1357325.9728158
2011-06-18,1395547.4755938
2011-06-19,1476825.4005239
2011-06-20,1574836.7275894
2011-06-21,1679666.0544891001
2011-06-22,1723820.2901737
2011-06-23,1791289.3923464
2011-06-24,1881051.1253329
2011-06-25,1912420.5795488
2011-06-26,1925163.5739423002
2011-06-27,1960906.9999798
2011-06-28,1959369.6483222
2011-06-29,1871460.6346336
2011-06-30,1828625.3146261
2011-07-01,1735353.8788301002
2011-07-02,1683349.7090496002
2011-07-03,1615981.7025265
2011-07-04,1519187.715411
2011-07-05,1401459.6921511
2011-07-06,1388066.1797087
2011-07-07,1337500.2521511
2011-07-08,1354134.2143999
2011-07-09,1353969.5045382
2011-07-10,1342393.0019391
2011-07-11,1351816.1398193
2011-07-12,1376534.0620829
2011-07-13,1442775.1671152
2011-07-14,1460288.1598894
2011-07-15,1456246.7000184
2011-07-16,1467023.926341
2011-07-17,1511479.9849216
2011-07-18,1528992.9776958001
2011-07-19,1533426.2736589
2011-07-20,1493268.275576
2011-07-21,1520795.6279447
2011-07-22,1522617.8391520001
2011-07-23,1523888.7057695
2011-07-24,1536793.2899906999
2011-07-25,1548241.4922764
2011-07-26,1610354.4480368
2011-07-27,1646788.2694561998
2011-07-28,1651160.8828387
2011-07-29,1670105.9845161
2011-07-30,1678849.477493
2011-07-31,1691965.5838525
2011-08-01,1521097.809258
2011-08-02,1332266.4081981
2011-08-03,1147667.6660737002
2011-08-04,978457.3496727999
2011-08-05,800963.7169952999
2011-08-06,633050.3043317001
2011-08-07,433375.11627640005
2011-08-08,423533.5941013
2011-08-09,420018.497364
2011-08-10,417821.5619032
2011-08-11,421336.1907096
2011-08-12,417382.174811
2011-08-13,420897.2715483
2011-08-14,423533.5941013
2011-08-15,420323.12036400003
2011-08-16,417921.6991105
2011-08-17,408263.6058387
2011-08-18,408556.06263590005
2011-08-19,406024.0886682
2011-08-20,412751.9987972
2011-08-21,421961.34635939996
2011-08-22,436404.5007649
2011-08-23,439764.7123824
2011-08-24,438924.77646079997
2011-08-25,435144.8308479
2011-08-26,441865.2540829
2011-08-27,429264.3435345
2011-08-28,410783.4136036
2011-08-29,397762.301129
2011-08-30,393183.1295806
2011-08-31,400996.639341
2011-09-01,397638.29944699997
2011-09-02,400405.17471419997
2011-09-03,409124.1307188
2011-09-04,415814.138447
2011-09-05,422361.42725799995
2011-09-06,424279.475917
2011-09-07,416422.4485852
2011-09-08,416422.4485852
2011-09-09,415595.14679719997
2011-09-10,410632.7398617
2011-09-11,406910.81767739996
2011-09-12,397399.6547004
2011-09-13,393236.0057695
2011-09-14,396612.12703679997
2011-09-15,406966.5014516
2011-09-16,391874.7948525
2011-09-17,391591.6966728
2011-09-18,404416.7461105
2011-09-19,401275.5261428
2011-09-20,400162.78652069997
2011-09-21,400162.78652069997
2011-09-22,396896.1610783
2011-09-23,402612.40465429996
2011-09-24,400570.82224420004
2011-09-25,391995.9889493
2011-09-26,394854.1107373
2011-09-27,391857.4814101
2011-09-28,390006.3468663
2011-09-29,378693.1820875
2011-09-30,372326.0466635
2011-10-01,357754.7536534
2011-10-02,334054.7772976
2011-10-03,317974.960458
2011-10-04,293648.6000262
2011-10-05,274520.2135322
2011-10-06,259507.1212161
2011-10-07,248337.8730161
2011-10-08,212448.8828349
2011-10-09,182570.8044584
2011-10-10,146223.1837552
2011-10-11,118110.44279110001
2011-10-12,81707.00824506719
2011-10-13,49405.335017371195
2011-10-14,14886.8015528568
2011-10-15,14839.5226414272
2011-10-16,14400.8200757136
2011-10-17,14020.37307
2011-10-18,14230.475961427199
2011-10-19,14148.4103357136
2011-10-20,14203.229322856801
2011-10-21,13907.2785814272
2011-10-22,13325.1129471408
2011-10-23,13147.228757140801
2011-10-24,13292.7701657136
2011-10-25,13438.311574284
2011-10-26,13179.571538570399
2011-10-27,12937.0040014272
2011-10-28,12678.263965713595
2011-10-29,12920.833718570399
2011-10-30,12969.348998570402
2011-10-31,12684.128961427201
2011-11-01,12586.342842856802
2011-11-02,12735.635455713602
2011-11-03,12775.431900000001
2011-11-04,13025.991518570401
2011-11-05,13133.923392856801
2011-11-06,13247.689242856799
2011-11-07,13228.868965713602
2011-11-08,13215.6145628568
2011-11-09,13308.40203
2011-11-10,13520.4879857136
2011-11-11,13149.3381171408
2011-11-12,13109.5726928568
2011-11-13,13109.5726928568
2011-11-14,13243.0650471408
2011-11-15,13435.225084284
2011-11-16,13074.283011427196
2011-11-17,13030.985738570402
2011-11-18,13200.498959999999
2011-11-19,12920.5368128568
2011-11-20,12890.0109171408
2011-11-21,12556.69437
2011-11-22,12228.327728570403
2011-11-23,12215.192974284
2011-11-24,11873.693794284
2011-11-25,11899.963302856799
2011-11-26,11860.5612557136
2011-11-27,11479.6578128568
2011-11-28,11597.868385713602
2011-11-29,11500.972984284
2011-11-30,11687.1284357136
2011-12-01,12389.383568570402
2011-12-02,12370.188835713598
2011-12-03,12620.0948185704
2011-12-04,12756.5916814272
2011-12-05,12986.6360014272
2011-12-06,13299.00297
2011-12-07,13010.6787171408
2011-12-08,12794.4338657136
2011-12-09,12806.4474685704
2011-12-10,12710.338645713602
2011-12-11,12902.5562914272
2011-12-12,12548.558267140801
2011-12-13,12173.548624284
2011-12-14,12462.1476257136
2011-12-15,11916.791652856798
2011-12-16,11651.9982857136
2011-12-17,11830.3499914272
2011-12-18,11836.2615171408
2011-12-19,12314.922274284
2011-12-20,12340.3653214272
2011-12-21,33932.0746098864
2011-12-22,55887.433002045604
2011-12-23,76818.59378227679
2011-12-24,97816.56856105919
2011-12-25,123472.1304267
2011-12-26,149442.2827862
2011-12-27,170740.8230427
2011-12-28,171792.35756150002
2011-12-29,170304.9282945
2011-12-30,170399.9320542
2011-12-31,171448.7977735
2012-01-01,168233.692257
2012-01-02,164195.88114430002
2012-01-03,166416.8726014
2012-01-04,165465.0191198
2012-01-05,166892.79934219999
2012-01-06,171493.4520168
2012-01-07,176728.6461658
2012-01-08,178799.5795559
2012-01-09,182899.2958118
2012-01-10,181795.3207583
2012-01-11,184330.54272230002
2012-01-12,187525.17827150002
2012-01-13,184346.390439
2012-01-14,180815.95387969998
2012-01-15,178250.76982649998
2012-01-16,180132.41104540002
2012-01-17,182869.4437761
2012-01-18,178592.7888642
2012-01-19,177737.47989259998
2012-01-20,178592.81637760001
2012-01-21,180987.77504379998
2012-01-22,181409.5829328
2012-01-23,181878.96148509998
2012-01-24,179882.8645348
2012-01-25,184457.37948230002
2012-01-26,183479.85600129998
2012-01-27,183894.2352731
2012-01-28,181773.7502551
2012-01-29,187443.1333217
2012-01-30,187800.8074823
2012-01-31,189768.235473
2012-02-01,186933.64185709998
2012-02-02,188905.0298692
2012-02-03,190172.2373238
2012-02-04,191376.93604250002
2012-02-05,186620.67439929998
2012-02-06,181677.7143781
2012-02-07,179077.8694089
2012-02-08,181085.1665694
2012-02-09,180075.0454989
2012-02-10,177994.5911476
2012-02-11,177383.4436603
2012-02-12,180213.1854604
2012-02-13,178621.4170177
2012-02-14,178798.2887736
2012-02-15,176852.905753
2012-02-16,175614.9581825
2012-02-17,178090.9822576
2012-02-18,181760.1879945
2012-02-19,181692.3686741
2012-02-20,182162.9006657
2012-02-21,180515.8968677
2012-02-22,184869.0462672
2012-02-23,189749.69072999997
2012-02-24,189155.04680359998
2012-02-25,188067.8747334
2012-02-26,186656.5624136
2012-02-27,189126.4492271
2012-02-28,194595.5487809
2012-02-29,198123.9585144
2012-03-01,195477.7156813
2012-03-02,194099.92621950002
2012-03-03,186673.8911525
2012-03-04,186499.5722912
2012-03-05,187154.8152301
2012-03-06,185216.42043610002
2012-03-07,183188.02966190001
2012-03-08,186483.3265985
2012-03-09,193812.19695110002
2012-03-10,203790.61084880002
2012-03-11,203214.89444379997
2012-03-12,207244.59983760002
2012-03-13,211658.01302100002
2012-03-14,208395.98107419998
2012-03-15,201679.6506968
2012-03-16,198820.1509136
2012-03-17,199808.3016187
2012-03-18,204824.5073617
2012-03-19,200435.0759152
2012-03-20,200462.1520697
2012-03-21,204518.41788179998
2012-03-22,211645.0164668
2012-03-23,206466.1475024
2012-03-24,209154.9385782
2012-03-25,208578.8611577
2012-03-26,210115.49739260002
2012-03-27,209347.30820919998
2012-03-28,207810.92984250002
2012-03-29,206354.4905986
2012-03-30,214264.1831454
2012-03-31,214370.4248183
2012-04-01,213824.0022337
2012-04-02,209008.9336384
2012-04-03,206778.1163758
2012-04-04,206533.6573809
2012-04-05,202039.2736022
2012-04-06,198286.2607205
2012-04-07,189737.67407480002
2012-04-08,191405.8230601
2012-04-09,197660.8273384
2012-04-10,200579.8946615
2012-04-11,201414.0980882
2012-04-12,203256.0501986
2012-04-13,199778.5436356
2012-04-14,200996.9705881
2012-04-15,191364.0999953
2012-04-16,191263.0156852
2012-04-17,187919.2395386
2012-04-18,184815.02289229998
2012-04-19,190334.1746518
2012-04-20,196604.39315030002
2012-04-21,199638.2117949
2012-04-22,206313.0769756
2012-04-23,203279.0004629
2012-04-24,203885.7641918
2012-04-25,203278.97467609998
2012-04-26,202874.6374355
2012-04-27,198125.2220683
2012-04-28,196369.91365230002
2012-04-29,202667.56932070001
2012-04-30,209976.5838266
2012-05-01,214938.4825397
2012-05-02,218257.7869999
2012-05-03,217267.0576134
2012-05-04,222001.7744968
2012-05-05,224902.5331822
2012-05-06,222002.03236500002
2012-05-07,220261.680301
2012-05-08,221422.0869224
2012-05-09,226733.13909450002
2012-05-10,225032.75659190002
2012-05-11,225669.1751567
2012-05-12,221813.01501980002
2012-05-13,221202.89900499998
2012-05-14,219210.351902
2012-05-15,214057.8886349
2012-05-16,206622.5187413
2012-05-17,203734.2666607
2012-05-18,204178.5734626
2012-05-19,208844.181685
2012-05-20,208399.61701490002
2012-05-21,205511.2360002
2012-05-22,202178.52239680002
2012-05-23,204178.2898076
2012-05-24,205540.220379
2012-05-25,198003.5598807
2012-05-26,193861.1661105
2012-05-27,195629.8836696
2012-05-28,196597.6627919
2012-05-29,196745.9369713
2012-05-30,194581.3918202
2012-05-31,195593.0085259
2012-06-01,201915.62583
2012-06-02,205586.63664379998
2012-06-03,204363.0523286
2012-06-04,207014.4525244
2012-06-05,211297.41021670002
2012-06-06,215784.31581939998
2012-06-07,215950.8986366
2012-06-08,213564.5868868
2012-06-09,215635.0101675
2012-06-10,218118.28033719998
2012-06-11,214917.105271
2012-06-12,216594.7953774
2012-06-13,215830.9899524
2012-06-14,219177.6026485
2012-06-15,222830.5626926
2012-06-16,219786.4293225
2012-06-17,219380.5448732
2012-06-18,226483.52273680002
2012-06-19,224657.04271470002
2012-06-20,224506.18985390002
2012-06-21,222947.1190911
2012-06-22,221221.98124730002
2012-06-23,225859.99757890002
2012-06-24,221570.8768381
2012-06-25,220139.7086717
2012-06-26,223284.4106157
2012-06-27,229069.68229370003
2012-06-28,229290.93315609999
2012-06-29,231061.4557923
2012-06-30,223979.1073797
2012-07-01,226413.6404714
2012-07-02,225971.13874639999
2012-07-03,228405.6718381
2012-07-04,225799.6564346
2012-07-05,227808.4492303
2012-07-06,230294.8138177
2012-07-07,238349.3251109
2012-07-08,241272.002588
2012-07-09,244226.397846
2012-07-10,242491.7188811
2012-07-11,239106.68383239998
2012-07-12,240453.7869858
2012-07-13,242249.8385676
2012-07-14,241127.3385625
2012-07-15,238208.5291075
2012-07-16,235289.9775206
2012-07-17,241260.65638990002
2012-07-18,248259.1976576
2012-07-19,246880.3767232
2012-07-20,245693.40968359998
2012-07-21,243280.5375155
2012-07-22,248931.97562980003
2012-07-23,248988.7066202
2012-07-24,247859.75991169998
2012-07-25,249056.01020430002
2012-07-26,257190.4606202
2012-07-27,264367.7045076
2012-07-28,267238.8083571
2012-07-29,269870.6105744
2012-07-30,280252.3818138
2012-07-31,275673.41728570004
2012-08-01,274108.2252092
2012-08-02,278883.59878119995
2012-08-03,280683.6215854
2012-08-04,286820.87560020003
2012-08-05,285190.02379330003
2012-08-06,279432.7930225
2012-08-07,290426.88763089996
2012-08-08,299194.5224224
2012-08-09,300564.41461680003
2012-08-10,298920.6522326
2012-08-11,302208.44762369996
2012-08-12,309451.3940265
2012-08-13,318250.15043040004
2012-08-14,319588.9210123
2012-08-15,323327.03260479996
2012-08-16,322137.6457628
2012-08-17,320068.4644672
2012-08-18,318542.9642104
2012-08-19,326857.03532779997
2012-08-20,330983.2198968
2012-08-21,335699.0913665
2012-08-22,332457.0312146
2012-08-23,335699.0913665
2012-08-24,338646.4433794
2012-08-25,339250.4732841
2012-08-26,344380.9387566
2012-08-27,340705.88225719996
2012-08-28,339295.66727790004
2012-08-29,348477.62544930005
2012-08-30,350410.1422728
2012-08-31,352756.4412308
2012-09-01,360509.5114555
2012-09-02,355584.4486254
2012-09-03,359524.4447649
2012-09-04,360180.9754768
2012-09-05,364120.9716164
2012-09-06,371032.4051906
2012-09-07,385952.91808
2012-09-08,385642.7844461
2012-09-09,389421.4894462
2012-09-10,392236.7775731
2012-09-11,394553.30803220003
2012-09-12,391628.9589503
2012-09-13,381269.2507136
2012-09-14,379094.5265583
2012-09-15,378731.8921173
2012-09-16,379456.61975390004
2012-09-17,385980.2509744
2012-09-18,393953.33746819996
2012-09-19,389291.31991920003
2012-09-20,400742.720197
2012-09-21,407146.73617650004
2012-09-22,415450.7942534
2012-09-23,417978.9516774
2012-09-24,416043.458004
2012-09-25,409076.2761501
2012-09-26,411505.38565949997
2012-09-27,414973.1451576
2012-09-28,410734.9227837
2012-09-29,414973.41578030004
2012-09-30,415358.78252959996
2012-10-01,409675.3243651
2012-10-02,415485.723321
2012-10-03,419032.0863357
2012-10-04,413809.08907499997
2012-10-05,411910.1878585
2012-10-06,414397.9726259
2012-10-07,407343.34717870003
2012-10-08,431268.8190875
2012-10-09,433482.4957228
2012-10-10,440610.47165659996
2012-10-11,443646.1017632
2012-10-12,449283.8229321
2012-10-13,446248.1928255
2012-10-14,447115.5565129
2012-10-15,443212.27712
2012-10-16,448879.98616749997
2012-10-17,446201.0690163
2012-10-18,454835.2932502
2012-10-19,449103.0388642
2012-10-20,453836.55409479997
2012-10-21,468985.85914460005
2012-10-22,464176.3746216
2012-10-23,453631.2085264
2012-10-24,462354.8251983
2012-10-25,456248.1507286
2012-10-26,469333.7185359
2012-10-27,476748.72130730003
2012-10-28,478929.5540755
2012-10-29,479530.4540421
2012-10-30,489911.40080229996
2012-10-31,486803.7997871
2012-11-01,479951.8979033
2012-11-02,465935.3524051
2012-11-03,448773.0034951
2012-11-04,439994.28957
2012-11-05,435756.09390569996
2012-11-06,423383.0321906
2012-11-07,419456.642615
2012-11-08,426346.1990215
2012-11-09,429993.7853956
2012-11-10,429183.2928876
2012-11-11,425130.58362199995
2012-11-12,414099.0034026
2012-11-13,417231.1806903
2012-11-14,412686.99468919996
2012-11-15,406466.5572118
2012-11-16,404775.0087688
2012-11-17,404259.8464075
2012-11-18,405007.9174225
2012-11-19,411518.9972666
2012-11-20,414411.35759300005
2012-11-21,418130.0008446
2012-11-22,421435.3792709
2012-11-23,428872.6657741
2012-11-24,433417.591951
2012-11-25,433417.591951
2012-11-26,438650.6349026
2012-11-27,440337.00211500004
2012-11-28,450079.9362553
2012-11-29,460597.834465
2012-11-30,445972.4539801
2012-12-01,454019.8920731
2012-12-02,454010.5165129
2012-12-03,450455.2053892
2012-12-04,406072.3610642
2012-12-05,353177.8313259
2012-12-06,305229.7371197
2012-12-07,273286.0472525
2012-12-08,225077.41789150002
2012-12-09,185058.578231
2012-12-10,145965.2920967
2012-12-11,150656.0025787
2012-12-12,151526.0415589
2012-12-13,150137.97417139998
2012-12-14,146092.2081142
2012-12-15,142175.2424996
2012-12-16,139401.84014060002
2012-12-17,137646.4041172
2012-12-18,134647.24765419998
2012-12-19,136541.4715721
2012-12-20,132595.2031501
2012-12-21,135752.1801992
2012-12-22,141592.6725391
2012-12-23,143329.075871
2012-12-24,143013.3404776
2012-12-25,142855.4256703
2012-12-26,143304.57834719997
2012-12-27,148343.5305523
2012-12-28,152039.735789
2012-12-29,147985.0187135
2012-12-30,151893.9755223
2012-12-31,153107.9220483
2013-01-01,156142.9768058
2013-01-02,154631.4795868
2013-01-03,155468.8237948
2013-01-04,153235.8744996
2013-01-05,152817.1552849
2013-01-06,149886.40344609998
2013-01-07,151282.0085333
2013-01-08,148157.63203510002
2013-01-09,146591.2980512
2013-01-10,146356.3102651
2013-01-11,142811.3301274
2013-01-12,141702.0634051
2013-01-13,141708.7531135
2013-01-14,142158.47111790002
2013-01-15,141090.6617435
2013-01-16,141242.8290549
2013-01-17,135763.58096989998
2013-01-18,136372.4386578
2013-01-19,141242.8290549
2013-01-20,140786.2328996
2013-01-21,136981.2021245
2013-01-22,140481.80405560002
2013-01-23,139286.796
2013-01-24,144084.3533743
2013-01-25,144717.8970285
2013-01-26,142970.8466959
2013-01-27,144181.3070358
2013-01-28,144531.1505201
2013-01-29,144584.10285999998
2013-01-30,147115.4508395
2013-01-31,195697.5711963
2013-02-01,230710.4984611
2013-02-02,265287.9263158
2013-02-03,312697.1632751
2013-02-04,352571.6376248
2013-02-05,395249.3029927
2013-02-06,433216.46412899997
2013-02-07,425430.4423327
2013-02-08,432638.4583419
2013-02-09,434393.8609407
2013-02-10,431316.4238747
2013-02-11,435518.5247579
2013-02-12,427272.56839890004
2013-02-13,437416.7220315
2013-02-14,436199.6030235
2013-02-15,447560.8756641
2013-02-16,466226.1083799
2013-02-17,477181.9238899
2013-02-18,485483.4530456
2013-02-19,500995.98867479997
2013-02-20,518901.89264
2013-02-21,537233.9377813
2013-02-22,541491.1130505
2013-02-23,538976.6309065
2013-02-24,533249.6423881
2013-02-25,552698.1275695
2013-02-26,555864.0325405
2013-02-27,555864.0325405
2013-02-28,552245.81983
2013-03-01,548189.5040859999
2013-03-02,552472.8459186
2013-03-03,569032.0440854
2013-03-04,573621.1609022
2013-03-05,573753.2397461999
